standard	term	bucket	confidence	note
岳曾祖父	曾祖公	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳曾祖父	太公翁	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳曾祖父	曾祖岳父	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳曾祖父	曾祖丈人	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳曾祖父	太爷丈人	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳曾祖父	祖爷丈人	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾外祖母	外曾外祖婆母	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾外祖母	外曾外祖婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳外曾外祖母	外曾外祖岳母	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳外曾外祖母	外曾外祖丈母	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾外祖母	外曾外祖丈母娘	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾外祖母	祖姥丈母娘	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾外祖母	太姥丈母娘	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾祖母	外曾祖婆母	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾祖母	外曾祖婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳外曾祖母	外曾祖岳母	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳外曾祖母	外曾祖丈母	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾祖母	太奶丈母娘	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾祖母	祖姥丈母娘	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾祖母	太姥丈母娘	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾外祖父	外曾外祖公父	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾外祖父	外曾外祖公	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳外曾外祖父	外曾外祖岳父	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳外曾外祖父	外曾外祖丈人	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾外祖父	祖姥爷丈人	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳外曾外祖父	太姥爷丈人	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳曾外祖父	曾外祖公父	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳曾外祖父	曾外祖公	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳曾外祖父	曾外祖岳父	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳曾外祖父	曾外祖丈人	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳曾外祖父	祖姥爷丈人	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳曾外祖父	太姥爷丈	exclude	high	mumuy 合成或深層拼接,非實際稱呼
弟媳	老弟嫂	exclude	high	排行限定形,鍵無法表達哪一位
舅祖父	大舅爷	exclude	high	排行限定形,鍵無法表達哪一位
舅祖父	大舅爹	exclude	high	排行限定形,鍵無法表達哪一位
曾孙子	曾孙男	exclude	high	mumuy 合成或深層拼接,非實際稱呼
曾孙子	息仔	exclude	high	mumuy 的「息」系結構標籤,非稱呼
曾孙子	三世孙	exclude	high	世系標籤,非稱呼語
舅外祖母	外妗婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
叔外祖母	外婶婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
叔外祖母	小姥奶	exclude	high	排行限定形,鍵無法表達哪一位
叔外祖父	外叔祖	exclude	high	mumuy 合成或深層拼接,非實際稱呼
叔外祖父	叔外祖	exclude	high	mumuy 合成或深層拼接,非實際稱呼
伯外祖父	外伯祖	exclude	high	mumuy 合成或深層拼接,非實際稱呼
伯外祖父	伯外祖	exclude	high	mumuy 合成或深層拼接,非實際稱呼
舅祖母	小舅婆	exclude	high	排行限定形,鍵無法表達哪一位
舅祖父	小舅爷	exclude	high	排行限定形,鍵無法表達哪一位
舅祖父	小舅爹	exclude	high	排行限定形,鍵無法表達哪一位
舅祖母	大舅婆	exclude	high	排行限定形,鍵無法表達哪一位
叔祖母	小奶奶	exclude	high	排行限定形,鍵無法表達哪一位
姑外祖父	外丈公	exclude	high	mumuy 合成或深層拼接,非實際稱呼
外甥媳	甥嫂	exclude	high	mumuy 合成或深層拼接,非實際稱呼
外甥媳	甥儿息妇儿	exclude	high	mumuy 的「息」系結構標籤,非稱呼
堂伯	堂伯叔父	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
堂伯	堂叔伯	exclude	high	mumuy 合成或深層拼接,非實際稱呼
姑祖父	丈公	exclude	high	mumuy 合成或深層拼接,非實際稱呼
伯外祖母	外姆婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
伯外祖母	大姥奶	exclude	high	排行限定形,鍵無法表達哪一位
堂叔	堂伯叔父	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
堂叔	堂叔伯	exclude	high	mumuy 合成或深層拼接,非實際稱呼
堂弟媳	堂兄嫂	exclude	high	mumuy 合成或深層拼接,非實際稱呼
孙媳	孙息妇	exclude	high	mumuy 的「息」系結構標籤,非稱呼
玄孙子	膀孙	exclude	high	mumuy 合成或深層拼接,非實際稱呼
玄孙子	四世孙	exclude	high	世系標籤,非稱呼語
堂嫂	堂兄嫂	literary	med	書面全稱
堂嫂	堂弟妹	exclude	high	mumuy 合成或深層拼接,非實際稱呼
姨祖父	丈公	exclude	high	mumuy 合成或深層拼接,非實際稱呼
姨外祖父	外丈公	exclude	high	mumuy 合成或深層拼接,非實際稱呼
从叔	从伯父	exclude	high	mumuy 合成或深層拼接,非實際稱呼
从叔	从伯叔父	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
从伯	从叔父	exclude	high	mumuy 合成或深層拼接,非實際稱呼
从伯	从伯叔父	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
姑岳母	姑婆母	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
姑岳母	姑婆婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
姑岳母	婆婆姑	exclude	high	mumuy 合成或深層拼接,非實際稱呼
姑岳父	姑公父	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
姑岳父	姑公公	exclude	high	mumuy 合成或深層拼接,非實際稱呼
姑岳父	婆婆姑夫	exclude	high	mumuy 合成或深層拼接,非實際稱呼
从婶	从叔母	exclude	high	mumuy 合成或深層拼接,非實際稱呼
从婶	从伯叔母	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
舅岳母	舅婆母	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
舅岳母	妗婆婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
舅岳母	舅婆婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
外甥婿	甥儿息婿儿	exclude	high	mumuy 的「息」系結構標籤,非稱呼
侄媳妇	侄嫂	exclude	high	mumuy 合成或深層拼接,非實際稱呼
孙婿	孙息婿	exclude	high	mumuy 的「息」系結構標籤,非稱呼
堂妹	堂大姐	exclude	high	mumuy 合成或深層拼接,非實際稱呼
堂弟	堂老兄	exclude	high	mumuy 合成或深層拼接,非實際稱呼
堂弟	堂老弟	exclude	high	mumuy 合成或深層拼接,非實際稱呼
堂姐	堂大姐	exclude	high	mumuy 合成或深層拼接,非實際稱呼
堂姐	堂细妹	exclude	high	mumuy 合成或深層拼接,非實際稱呼
从伯母	从叔母	exclude	high	mumuy 合成或深層拼接,非實際稱呼
从伯母	从伯叔母	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
堂伯母	堂伯叔母	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
堂婶	堂伯叔母	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
高外祖父	外曾外曾毑父	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
高外祖父	高外翁	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
外玄孙子	外膀孙	exclude	high	mumuy 合成或深層拼接,非實際稱呼
外曾孙女	外息女	exclude	high	mumuy 的「息」系結構標籤,非稱呼
岳伯曾祖父	伯曾祖公父	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳伯曾祖父	伯曾祖公	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳伯曾祖父	太伯翁	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳伯曾祖母	伯曾祖婆母	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳伯曾祖母	伯曾祖婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳伯曾祖母	太姆婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳叔曾祖父	叔曾祖公父	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳叔曾祖父	叔曾祖公	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳叔曾祖父	太叔翁	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
外曾孙子	外息仔	exclude	high	mumuy 的「息」系結構標籤,非稱呼
外玄孙女	外膀孙女	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳叔曾祖母	叔曾祖婆母	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳叔曾祖母	叔曾祖婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
岳叔曾祖母	太婶婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
高外祖母	外曾外曾毑母	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
晜孙子	六世孙	exclude	high	世系標籤,非稱呼語
姨岳母	姨婆母	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
姨岳母	姨婆婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
姨岳父	姨公父	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
姨岳父	姨公公	exclude	high	mumuy 合成或深層拼接,非實際稱呼
舅岳父	舅公父	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
舅岳父	舅公公	exclude	high	mumuy 合成或深層拼接,非實際稱呼
玄孙女	膀孙女	exclude	high	mumuy 合成或深層拼接,非實際稱呼
来孙子	五世孙	exclude	high	世系標籤,非稱呼語
外高外祖母	曾外曾祖毑母	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
外曾外曾外祖母	高毑母	exclude	high	mumuy 合成或深層拼接,非實際稱呼
外曾外曾外祖父	高毑父	exclude	high	mumuy 合成或深層拼接,非實際稱呼
外曾外曾祖母	高外毑母	exclude	high	mumuy 合成或深層拼接,非實際稱呼
外曾外曾祖父	高外毑父	exclude	high	mumuy 合成或深層拼接,非實際稱呼
曾外孙女	外息女	exclude	high	mumuy 的「息」系結構標籤,非稱呼
曾外孙子	外息仔	exclude	high	mumuy 的「息」系結構標籤,非稱呼
外高外祖父	曾外曾祖毑父	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
外高祖母	曾外曾外毑母	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
外高祖父	曾外曾外毑父	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
岳姑曾祖父	姑曾祖公父	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳姑曾祖父	姑曾祖婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
外曾外孙子	外息仔	exclude	high	mumuy 的「息」系結構標籤,非稱呼
内侄女	叔侄女	exclude	high	mumuy 合成或深層拼接,非實際稱呼
姑甥	姨甥	exclude	high	mumuy 合成或深層拼接,非實際稱呼
姑甥女	姨甥女	exclude	high	mumuy 合成或深層拼接,非實際稱呼
外曾外孙女	外息女	exclude	high	mumuy 的「息」系結構標籤,非稱呼
岳姑曾祖母	姑曾祖婆母	exclude	high	mumuy 以「祖輩詞 + 丈人/丈母/公/婆」拼接,非實際稱呼
岳姑曾祖母	姑曾祖婆	exclude	high	mumuy 合成或深層拼接,非實際稱呼
曾外曾外祖母	外高毑母	exclude	high	mumuy 合成或深層拼接,非實際稱呼
曾外曾外祖父	外高毑父	exclude	high	mumuy 合成或深層拼接,非實際稱呼
曾外曾祖母	外高外毑母	exclude	high	mumuy 合成的深層毑系拼接
曾外曾祖父	外高外毑父	exclude	high	mumuy 合成的深層毑系拼接
外玄外孙女	外曾外曾外孙女	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
外玄孙媳	外曾外曾孙媳妇	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
外玄外孙子	外曾外曾外孙	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
外玄外孙媳	外曾外曾外孙媳妇	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
外玄孙女	外曾外曾孙女	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
外玄孙婿	外曾外曾孙女婿	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
外玄孙子	外曾外曾孙	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
外玄外孙婿	外曾外曾外孙女婿	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
叔高祖母	伯叔高祖母	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
伯曾祖父	伯叔曾祖父	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
堂伯祖父	堂伯叔祖父	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
堂伯祖母	堂伯叔祖母	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
伯曾祖母	伯叔曾祖母	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
叔曾祖父	伯叔曾祖父	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
堂叔祖父	堂伯叔祖父	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
堂叔祖母	堂伯叔祖母	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
叔曾祖母	伯叔曾祖母	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
外玄外孙媳	外玄外孙媳妇	exclude	high	mumuy 合成或深層拼接,非實際稱呼
伯高祖父	伯叔高祖父	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
伯高祖母	伯叔高祖母	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
叔高祖父	伯叔高祖父	exclude	high	「伯叔」同時蓋住伯龢叔兩個位置,是群稱不是異名
来外孙婿	来外孙女婿	exclude	high	mumuy 合成或深層拼接,非實際稱呼
来外孙子	来外孙	exclude	high	mumuy 合成或深層拼接,非實際稱呼
来外孙媳	来外孙媳妇	exclude	high	mumuy 合成或深層拼接,非實際稱呼
晜外孙婿	晜外孙女婿	exclude	high	mumuy 合成或深層拼接,非實際稱呼
晜外孙子	晜外孙	exclude	high	mumuy 合成或深層拼接,非實際稱呼
晜外孙媳	晜外孙媳妇	exclude	high	mumuy 合成或深層拼接,非實際稱呼
玄外孙媳	玄外孙媳妇	exclude	high	mumuy 合成或深層拼接,非實際稱呼
玄外孙婿	玄外孙女婿	exclude	high	mumuy 合成或深層拼接,非實際稱呼
外玄外孙子	外玄外孙	exclude	high	mumuy 合成或深層拼接,非實際稱呼
外玄外孙婿	外玄外孙女婿	exclude	high	mumuy 合成或深層拼接,非實際稱呼
玄外孙女	曾外曾外孙女	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
玄外孙婿	曾外曾外孙女婿	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
玄外孙子	曾外曾外孙	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
玄外孙媳	曾外曾外孙媳妇	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
曾外孙婿	曾外孙女婿	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
玄孙女	曾外曾孙女	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
玄孙婿	曾外曾孙女婿	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
玄孙子	曾外曾孙	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
玄孙媳	曾外曾孙媳妇	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
曾外孙媳	曾外孙媳妇	exclude	high	另一種構詞方案下的算出形,非查得詞(K16:算得出的不進數據層)
玄外孙子	玄外孙	exclude	high	mumuy 合成或深層拼接,非實際稱呼
